spectral_centroid,spectral_bandwidth,spectral_rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc20,emotion,age,gender
1302.132946,1853.589517,3084.441489,-387.15604,110.596,36.08976,24.24931,5.291702,4.7985473,2.6635704,-6.412296,1.1506337,2.049518,-0.8663718,-5.157309,-1.5638101,-2.8701677,-2.829347,-3.2289832,-4.9701834,0.81157106,2,7,0
1668.385163,1929.767629,3780.400815,-307.74258,91.51742,30.529736,21.00134,-7.670746,1.8932936,-8.284795,-9.67192,-4.343747,-0.4586454,-5.7173796,-6.3291373,-5.932988,-3.8824859,-4.534441,-1.7721379,6.1485305,2.1557233,3,7,0
1278.218978,1704.569996,2553.609914,-347.91855,116.5468,30.602919,21.538563,2.5605872,-2.7288003,-1.1946886,-9.360117,-3.97518,-1.0664936,2.9321737,1.320842,-0.49167982,-6.334466,-5.5358143,-3.8272254,-2.67649,-1.4948133,3,2,0
1267.062203,1935.686759,3184.74912,-416.7369,106.52344,48.652702,32.234856,10.520068,2.9171033,3.4202545,1.230668,1.3643768,1.2923611,-2.488417,0.12491713,-2.783932,-5.4237494,-1.8084366,-2.4087756,-4.51623,-0.053699072,4,2,1
1333.089152,1903.356193,3090.447809,-394.46988,106.07277,45.13711,24.456322,12.210763,7.748331,2.081267,-8.389139,0.08004641,-1.0129255,-3.8720012,-2.9247732,-5.636905,-5.603272,-3.1537595,-3.7229173,-1.9294001,-1.3426263,6,6,1
1231.463271,1725.319719,2751.217532,-381.50992,104.03092,36.71756,32.97414,4.9978695,5.8392477,2.2984867,-9.606119,-1.6154209,-1.9449513,2.5431533,-2.8491006,-1.358049,-4.3685927,-4.25351,-3.7274883,-4.0609,-3.7876353,6,7,1
1594.442839,1884.560053,3363.572761,-318.0488,97.72982,24.048117,12.561898,10.749334,8.370912,-14.030314,-11.880463,-3.1392095,-6.667378,-4.025105,-9.344196,-5.2417736,4.717585,-7.920107,-2.2384126,-0.8160076,-4.622277,3,6,0
1241.455136,1804.57954,2636.896307,-375.65204,116.44112,43.17706,14.910998,7.430441,7.267126,1.2697916,-8.889402,-9.332637,2.4564574,0.36327264,-5.313549,-3.5307398,-4.3177457,-5.266512,0.191894,-3.7308962,-2.6501684,2,6,1
1130.381073,1614.125785,2141.710069,-376.9637,118.96167,34.49035,24.17842,-1.0656052,-1.6133912,2.8883727,-7.8658776,-2.2608438,-5.6099253,-7.564843,-2.2072718,-1.9598367,2.734433,-2.2056298,2.4587944,0.76359856,-1.770486,3,6,1
1392.794075,1913.503921,3297.97894,-396.61557,102.814705,43.710903,37.264313,8.456377,1.8670367,-2.1254084,-6.512696,3.8829796,-2.2377613,-1.9457151,-2.792434,0.30026776,-2.6720972,-2.3910584,-1.9277188,0.62464297,-0.46494102,1,6,1
1321.45547,1837.92675,3061.59157,-379.21512,109.45008,31.881285,23.75244,11.132999,-1.8254474,-4.5217853,-0.051666737,2.0528011,-1.0714047,-2.9640093,-6.0381117,-4.977013,-9.366865,-3.0799794,0.5904907,1.0403565,-0.67870986,6,6,0
1364.126448,1765.560319,3104.346264,-359.9879,106.1795,22.976723,29.088753,4.5281167,1.8712125,-3.3281503,-4.000139,0.20277931,0.33051768,-5.602756,-1.343512,-4.2268887,-3.3114328,2.1239495,-4.750465,-3.8698454,-3.2336223,4,5,0
1363.623947,1790.286398,3137.792969,-312.9821,103.815025,22.17599,23.776741,5.5309854,-12.778305,-4.298439,-7.6202254,-1.1168373,-2.1536365,-3.802981,-3.003775,0.48881793,-9.9337635,-6.2698264,1.4953403,-3.6304734,5.6508174,3,7,0
1447.268481,1802.878194,3197.183099,-296.7949,94.79154,21.22732,27.292227,3.3436134,-5.7856736,1.360304,-8.023813,-9.422184,-4.9700513,-5.086072,-9.974756,-1.3530366,-7.4049287,-2.549954,2.4750555,0.15886644,-0.25913402,0,2,1
1403.444992,1973.548021,3555.329623,-380.44208,94.09939,44.37873,33.783604,10.672138,0.8479237,-1.7980729,-5.189447,0.4350667,-3.1241183,-2.4168332,-3.8932934,-1.9475361,-4.577738,-3.4237096,-1.8453127,-2.4290826,-2.381965,2,1,0
1155.085695,1730.386621,2322.150735,-382.47913,116.90579,35.826447,17.962008,13.271673,8.337932,3.3888462,-3.86722,-4.206836,-2.5395162,-2.335246,-4.202402,-4.9251842,-3.7585716,-5.2791195,-2.2563915,0.8069703,-1.6091557,3,6,1
1162.935082,1754.165996,2553.240741,-385.72885,122.52892,45.59268,16.028162,2.2710943,4.9473686,2.8759146,-4.8016644,-4.0218277,0.96761054,3.8290334,-3.0093062,-2.4959352,-5.4347844,-5.7559237,-1.1922024,-4.227537,1.0280677,3,6,0
1540.575017,1865.619256,3198.128634,-348.1786,100.47421,36.667233,19.900139,6.4570093,-1.7912401,0.7363637,-6.5221577,0.6949233,-2.2183912,-7.3086944,-1.0662287,-2.8474267,-1.403542,-0.65982413,-6.68613,-4.097757,-1.014461,3,1,0
1269.002859,1513.107603,2552.083333,-269.6354,117.43245,4.346624,19.778038,-17.716599,-2.838584,-1.2437483,-6.4498677,-0.57633233,-7.764546,-0.7371594,-5.2005816,-1.0060631,-8.651725,-5.3758645,-5.726922,-6.0211134,-3.5680048,1,7,0
1484.270486,1764.606008,3267.884036,-294.458,94.6312,17.093693,31.177658,2.9269862,-7.8289948,-9.159201,-5.872474,-2.5952773,-0.6022421,-6.9886227,-4.8254385,-6.1628175,-5.1759768,-8.122014,-1.2879459,0.8302424,-0.7695255,4,7,1
1473.292735,1902.722072,3343.828125,-338.87448,99.188866,32.584362,24.296665,4.016265,-5.761954,-1.649686,-5.917762,-4.3465753,-3.2198288,-2.3087733,-1.3425456,-4.2333684,-3.7551684,-0.9973692,-4.8311496,0.47505996,-3.413909,2,6,1
1506.028534,1591.33279,2910.757212,-257.23654,104.84655,-11.904601,20.891794,-8.048141,-2.5735004,-0.1949425,-2.2741072,7.3425574,1.4062511,-8.944874,-3.3771007,-3.129496,-7.950277,5.138896,-5.8827524,3.4873166,-6.505414,3,7,0
1376.698141,1922.450837,3050.370066,-453.61786,102.918976,56.06076,27.120333,13.924375,8.093501,-5.6216416,-0.43531427,-0.996619,-0.9966815,-3.3418615,-6.1899443,-3.633346,1.3970957,-4.425086,0.33231393,-4.837192,-2.6057982,4,6,0
1442.900675,1805.831973,3093.925562,-316.44873,98.030945,22.07408,19.704025,2.5143418,0.9136127,1.2641956,-9.115602,0.31500274,1.0291656,-6.2635164,-3.4657812,-5.706127,-13.009777,-5.665434,-3.2621841,-1.7420415,6.293016,2,5,0
1251.971814,1787.8345,2895.909926,-383.79813,111.96883,38.58093,32.033882,5.5000196,-4.243796,-2.2232418,-1.4890748,4.167236,3.6648424,1.133357,-2.5557334,-3.5310733,-7.396671,-3.5766315,-1.6595739,-3.2151654,-1.4586821,6,2,0
1523.609641,1868.997257,3446.533203,-269.8971,91.3726,19.351393,15.424088,-2.520775,-0.48413843,1.2996716,-7.6840377,-4.64703,-4.265811,-0.31314194,-7.6964645,-1.8145564,-4.4296637,-4.2193108,1.7506652,1.1878937,-1.1009915,0,2,1
1536.026152,1961.673757,3508.441092,-393.10394,99.952835,44.424946,29.960127,6.7654467,-0.8021205,3.3099449,-2.0198712,0.8904785,-1.3569559,-3.7569914,-2.5306618,-3.562451,-2.4365847,-1.2276943,-6.012724,-2.280115,-3.5106292,6,2,0
1279.263069,1892.696751,3151.969178,-406.16037,109.44334,47.098267,28.085707,5.81123,8.780421,2.1915426,-11.220808,-2.315439,1.5387127,1.1200552,-6.2357,-1.0198497,-2.282367,-2.0805204,-2.5603502,0.35365474,0.43475735,4,7,1
1186.698753,1695.3696,2873.506434,-362.45554,115.9849,30.584347,37.25195,-1.1420251,1.8148156,3.493864,-15.643931,3.45072,-1.3776958,-0.49496573,-7.037971,-0.05293191,-3.5703344,-5.937097,-4.5615187,1.1075567,-2.9292583,6,7,1
1247.316333,1708.356934,2742.322198,-363.69788,111.15917,29.256042,34.817513,1.177349,-7.3636265,0.7372625,-2.8577197,0.20347315,3.4689326,3.8878393,-1.0464277,-1.0363175,-3.4518304,-6.2202106,-5.874913,-4.213126,1.5961568,3,6,0
1146.240225,1790.247297,2584.134615,-400.09714,120.30173,44.369415,19.95808,6.48676,3.7719243,1.6471101,-1.7450253,-0.61421597,-2.8153126,2.984582,-2.598103,-3.2119596,-3.3455186,-5.75128,-2.8663926,-3.1324332,-0.7996401,4,2,1
1422.049569,1889.197616,2876.780063,-397.58185,100.50309,41.029346,19.404272,17.701807,12.465807,-1.010395,-2.1101289,-0.27518597,-1.8412352,-1.563495,-4.4714713,0.31716123,0.6047766,-5.788502,-2.841958,-2.3393512,-3.9024765,2,2,1
1178.011014,1832.447408,2688.272665,-415.83646,115.88994,48.066143,22.655697,6.099286,4.283514,3.5556269,-1.6618515,-2.3539758,-1.6973565,-0.19436073,-2.4293017,-2.2159054,-4.874798,-2.9364803,-2.7524755,-2.3060381,-3.0981493,4,7,1
1470.553846,1812.993568,3252.297794,-324.41132,101.85291,22.821224,21.371788,-0.67192996,1.4876915,-5.5258293,-14.706507,3.46964,0.5504508,-7.4597797,-2.2435622,-4.366459,-4.2585754,-0.5653522,-6.0041313,-0.18380605,-4.895659,3,6,0
1234.874533,1897.514176,2961.032774,-412.56897,114.074234,49.745335,21.121414,9.494215,4.161543,3.3553154,0.002093978,-1.0571781,0.26674643,1.7664136,-4.215517,-2.4381235,-3.5641055,-2.6876402,-1.1344416,-2.5917218,-0.37446287,4,7,1
1330.635036,1807.083516,2998.600746,-364.6759,107.33315,40.242252,29.511047,2.9366014,-4.191743,-2.6305375,-7.1593256,-3.1147432,-1.4123555,-0.7671722,4.1787333,-2.9257386,-5.8683424,1.7432353,-7.604144,-3.5046616,-3.2446506,6,4,0
1582.295958,1784.328671,3395.119863,-302.1457,98.24443,8.577616,14.467421,-3.6750221,5.3255663,9.500655,-10.812104,-3.8299975,-1.8260427,-3.6732876,-3.9945724,-0.47873056,-6.8585844,-2.5021944,-4.1996536,-5.410062,-0.6785997,3,1,1
1436.044439,1878.372084,3068.650266,-362.44092,101.26316,39.136738,24.478342,5.448515,5.3877153,5.3591394,-6.24656,-2.0418832,-2.4905882,-0.002563111,-4.5114217,-4.0700245,-5.017955,-6.134165,-6.7244334,-2.1502333,-3.06617,0,6,1
2014.92921,2053.01533,3984.263393,-398.07626,80.661,46.223625,31.050428,18.216465,-2.4651432,-3.9044178,2.1108081,-3.3059483,-10.36285,2.8207817,-4.458184,-1.3530679,-11.730149,-2.4727466,-1.8355643,-3.4630868,-3.5398557,1,2,0
1158.814557,1468.322938,2249.085771,-301.43182,124.19711,13.784547,5.3462477,-15.002636,1.1857687,-1.2572725,-5.359677,-7.023242,0.73542184,-3.943987,-3.555556,-2.987493,-3.3571005,-4.0030622,-0.8892171,0.10632591,-2.4615257,0,1,1
1704.732121,1854.942791,3622.445913,-335.08197,94.90475,23.226856,27.25454,3.7427583,-4.426992,-2.3500063,-1.1227247,-3.231687,5.697101,-1.3219297,0.9435711,-1.6683743,-2.8844984,-4.742371,-3.3829916,-3.857897,-5.366321,1,4,0
1194.24577,1917.852572,2879.340278,-427.30255,107.546616,57.52174,27.363668,13.890204,10.563775,4.9431996,1.0602475,3.0092382,-1.7955979,-4.1824837,-3.2486882,-3.1751635,-5.286538,-2.3604646,-1.5938572,-3.6325276,-4.826696,4,4,1
1449.642574,1678.885966,2829.605263,-229.41298,97.40477,32.105938,27.352135,-15.698765,-17.973328,-5.066251,-17.019104,-5.2265067,-8.400976,-5.1724877,-3.3432531,-5.28551,-3.1212296,-1.9299247,0.003733226,-1.0802121,-1.1890163,0,5,0
1526.397279,1970.420727,3459.91291,-393.69342,101.36162,45.953518,21.37627,9.254173,7.6507673,1.3590423,-3.5113945,-3.8508992,-0.97141916,-0.98665816,-2.4510608,-1.877171,-4.668578,-3.358627,-3.024299,-1.8481383,-1.4239116,1,6,1
1815.053944,2107.412898,4086.843297,-439.858,81.86845,45.663708,30.802395,20.4047,7.285021,-5.199328,2.0677652,3.866514,-0.7044966,-4.499878,-6.307968,0.7727079,-2.0444293,-6.371762,0.5932832,-1.6828783,-4.52505,1,7,1
1367.188079,1775.784647,3035.15625,-306.68076,102.60425,21.14321,30.411516,7.199248,-8.756865,-7.3457365,-11.301252,-0.532526,-3.6454003,-3.6857748,-5.757905,1.3819734,-2.6679947,-8.639886,0.9272878,-1.74662,0.2660745,3,1,0
1509.122918,1939.972605,3347.935268,-417.24243,94.82846,36.923126,32.22335,14.212477,2.529729,-1.6617209,1.8026599,-0.39326677,-9.239335,0.782179,-5.767686,-2.281465,-4.7541966,-3.4207368,-4.6331124,-5.9263225,-2.2311268,1,6,0
1040.489569,1574.603814,2037.867647,-363.75027,124.05951,46.54618,29.250044,4.3613334,-2.2578552,-5.097205,-8.6124,-4.2699566,-6.6584144,-1.0879197,-6.432865,-9.271075,-2.6807249,-4.1257772,-3.4513252,-0.37839535,-0.3049241,6,2,1
1235.501775,1811.842488,2870.617378,-384.75406,115.29382,39.239834,24.628296,7.727493,-0.12887017,-3.5527325,-3.7636147,1.6644887,-1.9956701,0.9366668,-2.0581813,-2.2710202,-3.9693797,-4.624222,-3.3210065,-3.9728453,-1.1071656,4,6,0
1314.234448,1728.805992,2676.543445,-346.50766,113.25875,23.410294,10.041635,0.5174637,2.6325567,0.44302976,-7.506789,0.00292079,2.9381278,-3.6308005,-0.9040239,-2.2988002,-3.3731074,-3.0008824,-3.1553226,-2.752653,-4.1025014,1,7,1
1349.261259,1862.944385,3029.77808,-322.39368,101.647736,47.871315,21.213293,-1.5389332,1.1107457,-6.956143,-9.762749,1.0634732,-4.1167526,-5.6856008,-7.8719025,-6.5348034,-2.190139,-3.9774094,-3.4189355,-2.3885632,-2.1353989,2,7,0
1278.329252,1814.288001,2848.934659,-402.94208,107.942215,43.32389,27.186949,7.325042,4.6072497,2.1299908,-2.439714,-3.24194,-1.7700695,-1.2289444,-3.5666606,-4.59354,-3.6360564,-2.6151247,-3.791019,-2.457916,-2.981871,4,6,1
1273.596704,1759.989896,2672.301136,-310.14575,110.470215,25.228846,6.680655,4.11486,0.021863304,-5.204411,-5.0560613,-2.071571,1.6267326,-3.0420926,-5.0590386,-5.1624312,-5.9091153,-6.2201476,-1.3822742,-2.6166503,0.91894436,0,5,0
1586.751502,1952.606706,3445.758929,-333.10135,88.95345,33.26656,31.286346,9.956351,-4.505071,4.588797,-2.4363186,-1.1724871,-4.975663,-6.721626,-2.6775575,-1.4321737,-8.147701,-2.5297763,-2.5284798,-4.595785,-3.107262,3,7,1
1137.664712,1735.21877,2486.436632,-393.34433,121.07205,39.29076,18.248644,3.086609,5.3068085,1.5572373,-4.5689917,-2.2002757,-0.21611656,-0.6062865,-2.2228923,-1.9557855,-6.6968718,-2.8560228,-1.4944016,-2.2142553,-3.459559,2,7,1
2163.271558,2007.659266,4222.182765,-280.6577,72.53989,31.260601,18.160868,4.590261,-6.250969,-4.8341446,-5.765355,-1.767111,1.0743502,-2.0360966,-3.1892102,-1.6639358,-4.1587443,-6.24315,-0.3486746,1.6612338,3.7788296,0,2,1
1818.547186,1874.822001,3688.464506,-249.09775,79.8333,19.697527,24.317837,-10.822773,-12.343717,0.31158406,-11.180834,-4.655422,-3.7148445,-2.9342012,-6.9213824,-3.287623,-5.946768,-6.128155,-5.500703,-0.6716689,-1.8008634,0,2,0
1264.240283,1828.75009,2825.994318,-388.52704,115.745476,38.43716,18.755201,10.899957,5.545349,-3.9682343,-3.3449774,0.78979754,0.26764056,1.2374415,-3.5307007,-0.2773332,-5.9241366,-4.2458477,-2.7628057,-2.8437335,-1.88983,2,2,0
1338.618126,1493.200384,2676.606514,-213.81586,120.98868,-8.551507,12.930659,-20.727879,-9.009185,-4.6642666,-12.694489,-1.5214862,-7.3844147,0.6407626,-10.798015,3.732591,-9.830418,-7.911484,-3.3990533,-0.51438653,-3.1688147,0,6,0
1921.143893,1938.788955,3858.274648,-297.08032,86.11872,21.864555,16.754751,0.070960194,-0.14471948,2.2119482,-8.1755,1.8646189,-2.952341,-3.0054147,-5.7427588,-3.005334,-3.548025,0.9275332,-2.414099,2.0593474,-3.192745,3,7,1
1307.58237,1904.536966,2912.634409,-447.33105,101.65313,52.036232,29.148829,14.101576,8.799123,0.5375477,1.9660704,-2.1896696,-10.93894,3.0904994,-1.5219042,3.2221203,-6.664153,-2.7887802,-4.568443,-6.2724605,-2.8823485,2,7,1
1198.465566,1700.024596,2544.354839,-359.97324,120.6098,40.358295,19.132723,8.560007,2.7825387,-3.1510584,-11.309199,-6.641721,3.0159683,-1.2318485,-7.5457735,-3.2211316,-5.6037946,-5.197162,-2.627237,2.7312288,0.51070046,4,2,1
2210.082727,1835.625868,3661.375,-290.85883,74.17638,23.35295,22.194466,6.3033338,-10.333445,-6.294284,-5.792049,-4.02495,-10.4684,2.1426287,-5.3962936,-11.932023,-12.331328,-4.3552594,-9.983597,-5.748446,-4.6693087,0,6,0
1180.340062,1487.598631,2276.064116,-287.70438,126.82699,18.036417,12.483781,-18.304626,-4.1993294,4.536045,-10.879574,0.0608949,-4.4626904,-4.0749865,-4.6979136,-2.7197745,-3.9060135,-9.09752,-1.8843218,-1.9819096,4.4846983,0,7,0
1220.501452,1652.803296,2586.05957,-362.65594,123.03729,43.675896,28.401665,-3.9458153,-10.178658,-6.668427,-5.517911,0.387066,-4.676894,-0.46443832,-1.8837333,-0.7883116,-1.3466282,-3.366084,-0.6718708,-0.16768092,-3.5819287,1,7,0
1661.781199,2064.410871,3720.870536,-416.89328,88.95671,41.593243,14.622487,18.809925,12.426537,3.04095,-0.60687035,-0.7238371,-4.7598233,-5.6194263,1.3575356,1.7185416,2.56157,3.6822999,-6.2878675,-7.461881,-4.902865,2,2,1
1274.211896,1894.18917,3102.728545,-408.8591,110.950264,47.31258,22.696571,13.178455,6.4318995,-2.8125875,-4.6028233,-1.7574118,0.6503207,1.6296921,-1.9594414,-1.8460469,-2.970291,-5.2063885,-3.7881439,-3.124922,-2.2198508,6,6,0
1145.70994,1557.675413,2329.920977,-300.69995,110.652534,17.669718,10.530103,-5.197255,0.24755974,-2.9498706,-4.6347733,-9.723935,6.2318892,2.5482779,-7.479784,-3.980093,-4.840443,-7.2144384,-2.2927647,-0.24317192,-2.7694075,2,1,0
1231.715149,1956.034698,2980.978261,-427.35367,107.23989,53.076008,25.433712,16.592644,9.041809,5.5829763,1.9286369,-1.8201818,-0.11121516,-0.6832464,-5.531537,-6.832353,-6.1134634,-5.4206753,-4.9053965,-1.3824022,0.26298773,4,7,1
1311.070973,1704.402532,3034.402412,-326.38446,118.85977,18.92542,19.104603,-2.1958485,-11.991386,-8.067901,-0.38940594,-0.06932613,-3.5760179,-5.869608,0.029749887,-4.01743,-5.1534033,2.4537418,-4.690931,-3.1337628,-1.347577,3,7,0
1387.193529,1842.030698,3224.396658,-347.1224,103.732285,26.885956,28.929424,7.220418,-4.1839175,-3.1582394,-7.515408,0.9963732,2.7129245,-1.8517654,-1.9366795,-0.5751909,-2.648885,-2.9287083,-5.1709504,-1.092906,-2.0711572,1,6,0
1327.843285,1897.311123,3178.808594,-388.4951,105.70542,46.243122,31.806263,11.119174,0.27238202,-3.276322,-4.05934,0.5731764,-3.0791044,-0.8984113,-4.429652,-0.93784827,-4.5668,-5.304496,0.552474,1.8947722,0.45624098,6,7,1
1207.935507,1691.049602,2506.78066,-338.59647,122.946236,37.002926,10.036804,4.458588,0.8749729,-8.389219,-9.714199,-7.1605554,3.1001873,4.067574,-3.9789953,0.31906998,-1.0564027,-8.942863,-2.8025203,-0.11665588,-2.248641,3,5,1
1535.573224,1824.947097,3164.921016,-243.39082,85.17704,37.2472,22.109478,-15.659131,-10.067832,-5.3605723,-11.349247,1.5496957,-3.0015578,-6.9448757,-6.899844,-7.094149,0.20922738,-5.0179906,-4.046908,-2.9055605,-0.14081219,0,4,0
1413.535132,1721.245204,3048.487103,-286.11575,98.34209,9.167166,29.217033,5.2389436,-7.9473963,-6.489614,-10.22662,3.449188,-3.9559615,-7.2400346,-7.118538,-5.384558,-9.853529,-4.11403,-2.8476057,-4.7727156,4.0420456,3,7,0
2387.489226,2019.73085,4367.629717,-154.73347,44.49441,8.635978,10.095676,-23.16928,-6.7053,5.3198996,-20.90869,4.4053597,-1.674236,-7.662372,-2.060088,-5.4975395,-11.40497,-3.1925106,-12.368024,-6.1675363,-2.8677258,0,7,0
1349.905507,1926.879008,3408.155488,-403.84784,101.35152,42.767693,35.702778,8.050102,1.6841295,0.09381519,-3.776315,-0.8398801,-2.5801344,-1.2291914,-3.3097336,-4.270073,-4.2523704,-3.2492177,-4.811268,-2.475032,-2.1853647,6,6,1
1626.323003,1970.939212,3653.91523,-306.40976,83.42202,32.9504,24.955225,5.0242143,-4.9395285,-4.3055964,-7.878311,-3.200473,-5.047117,-4.7683287,-1.9008566,-2.0151937,-7.676884,-5.3833838,-4.2952332,-4.1263995,-2.4472125,2,7,0
1336.857548,1868.930949,3205.838816,-374.41043,107.492966,35.19949,24.139555,7.354912,2.0893416,-5.3181777,-5.2139387,-0.72954506,-1.4986179,0.7869902,-4.609382,-1.718183,-6.685112,-7.724218,-2.8520675,-2.0703404,-3.1790817,3,6,0
1379.079535,1716.533044,3064.030284,-257.88272,102.77281,10.575198,16.576384,-9.63086,-4.727072,4.357691,-11.827278,-2.343893,-2.915533,-2.201032,-6.699162,-6.711674,-1.1323981,-4.8196845,-2.1018841,-1.7207624,-1.2943736,0,7,0
1286.649751,1870.161014,2969.485294,-378.6437,106.95844,39.117867,28.380047,16.899673,0.9180239,-2.7396371,0.11254998,-1.0457505,-1.0876648,0.4254052,-2.6121101,-2.9107242,-9.432605,-3.3653758,-2.4614522,-3.8206496,0.42582464,6,7,0
2119.197751,2042.373304,4168.094758,-309.9736,69.72233,36.839413,28.113806,9.374212,-3.9935284,-2.2190564,-5.722006,-2.2874417,-4.3053265,-3.7540345,-0.7298145,0.5124424,-6.0561433,-3.3547068,-6.0822487,-5.196782,-1.1373996,0,2,0
1568.257851,1709.040793,3153.277853,-276.87457,89.66471,4.6160145,29.744003,-0.7106328,-6.819209,0.3473176,-11.518493,-1.8500048,-1.6778966,-0.5621186,-1.5912621,-1.5006917,-11.436289,-8.840668,-6.5152025,-9.061753,0.37711704,0,1,0
1644.158197,1788.390428,3521.875,-277.83426,87.906975,15.086486,32.17203,-14.307841,-1.4232422,-4.7888255,-3.2471788,-6.8661113,-2.6027625,1.333774,-8.118662,-2.9928768,-5.0193663,-0.8025212,-7.075889,-4.1148057,-2.7592497,0,7,0
1439.874046,1763.340584,3118.910846,-251.72519,88.07243,13.69332,28.566177,0.27345982,-7.384161,0.68871313,-16.126255,-7.1618567,-4.082567,-6.1420946,-10.9221115,-2.3478372,-5.4460864,-12.6074095,-1.0684875,-1.2629863,4.3542156,0,7,0
1448.525173,1809.76183,3142.604167,-325.60593,101.85376,23.531322,30.843155,4.18994,-5.7064333,-0.48418102,-5.348681,-2.095569,-1.0412163,-3.0950332,-5.558177,-0.5832354,-1.6427118,-6.1857386,-1.952715,-1.1880219,-1.2921236,1,1,0
2235.613694,2021.332377,4044.422238,-370.15128,69.28528,46.320114,23.415743,17.689938,6.8297486,-3.5667026,3.3471913,-3.3253975,-4.5288787,-3.7859583,1.4794456,-0.99342114,-2.6498606,-4.1896195,-2.4943268,-2.0393417,-0.22888099,4,6,1
1814.56558,1956.536794,3611.555233,-371.49524,97.8826,40.640816,20.39737,9.197586,-0.44386712,2.2039385,-2.988726,-2.8403852,-0.9922422,1.1405206,-3.4420996,-2.6728823,-6.646791,-3.7781947,-1.875983,0.36272392,-1.5149881,1,1,0
2124.012362,1906.387446,3970.456178,-314.90213,77.22509,25.132069,10.509538,-2.4700372,3.1094444,-7.3052506,-8.775118,3.486459,-3.1880946,-2.1374435,6.786363,-2.961457,-4.1796513,-2.8370867,-8.278455,-7.239959,-2.9367087,1,7,1
1720.330815,2141.010168,3965.244391,-399.319,92.1168,54.795753,28.770311,20.300438,1.2643995,-2.1549768,-4.271797,1.3424567,-1.4715335,-3.8142574,-1.8228277,-2.7597065,-4.52261,-2.2515614,-4.282349,-2.916997,-1.5780514,6,7,1
1610.769611,1858.055725,3453.291223,-253.55078,89.10779,27.75927,19.484581,-10.267687,-10.954858,1.374913,-13.758363,-4.185709,-1.349359,-6.9813757,0.8300675,-0.6891213,-5.226423,-0.8264163,-4.3979716,-7.056951,-0.27888176,1,5,0
2440.392018,2107.763875,4622.666396,-353.25504,60.8896,37.754105,22.340107,17.296896,-2.3266056,-10.021099,-2.1809359,1.9595908,-2.6349542,-2.0027595,2.730007,-0.49590644,-5.581866,-3.7941535,-4.0778103,-7.1389637,-3.6217306,1,4,0
2110.463424,2059.160045,4090.753425,-370.54562,79.74441,30.365408,19.655178,18.152966,-2.0075028,-4.113876,-3.0507545,-3.5289245,-10.489955,-3.7015448,-4.505979,-8.677498,-7.149939,-2.040817,-7.3042803,-4.607038,-5.635327,2,2,0
1216.544484,1586.724625,2495.150862,-299.44247,123.22839,15.899316,10.431517,-11.431776,-1.8027768,-1.0641462,-4.6664357,-9.254351,1.7021124,0.32993606,-5.922305,-3.3768013,-5.716303,-9.410094,0.48393428,0.16611773,-0.1759351,3,1,0
1381.100667,1997.004233,3398.654514,-426.22687,97.86274,49.07487,33.0123,17.233395,13.810992,5.600638,-2.0718966,4.928995,-1.4930195,-7.44368,-3.359278,-3.4960556,-5.626456,-5.3697143,-3.1626806,-3.127193,-3.004848,4,4,1
1551.096571,1831.788361,3173.804012,-290.99628,93.46126,34.991665,25.943127,-1.2569404,-9.370622,-1.9295865,-12.857452,-2.338592,-1.5033159,-6.154598,-1.798695,-6.007888,-1.4003603,-4.84186,-4.7122307,-2.8702698,-1.0361516,0,5,0
2082.320117,2130.429066,4423.005757,-341.42682,73.732445,44.842224,19.655432,15.009895,4.968915,0.4998665,0.16937084,-1.6894801,0.37272716,-6.4557557,-2.0041902,0.1545457,-4.1835155,-4.9508834,-4.3840623,-3.399786,-4.6113386,2,4,1
1472.58663,1882.40247,3274.402006,-360.08173,103.13953,29.953577,19.397573,7.360913,2.2098851,-1.4554055,-7.1603003,3.6567342,4.563382,-7.8168845,-3.5862217,-4.943115,-1.8364718,-0.97731835,-3.3875566,0.8221502,-3.2665956,1,6,0
1274.315893,1893.750711,3208.035714,-398.9516,106.3434,44.783318,29.900248,10.212201,3.7904654,-3.4126217,-9.446084,-1.4635649,-1.7136815,-3.7318752,0.32320094,-1.6977974,-2.671496,-2.805537,-0.8641485,-0.90273505,0.2929018,3,6,0
1263.003198,1837.89635,2847.386853,-376.3747,117.07636,42.11686,14.243051,2.6361537,5.516293,0.87247676,-7.2055273,-5.3490705,-3.727244,2.4992106,-8.753564,-3.26252,-1.9416686,-7.0604057,-1.7168832,-0.2708075,-0.0050177,6,2,1
1260.597976,1798.80553,2812.5,-382.94083,115.38192,32.191654,14.106879,6.5634,2.2084038,-2.6876962,-2.0130632,1.9878969,2.5080152,-0.91516227,2.518821,-6.486948,-6.124921,-0.34480488,-3.1052582,-4.9300795,-2.1864989,6,5,1
1213.27786,1760.547494,2737.147177,-374.70328,112.58774,37.78011,30.721468,11.841062,-7.9509473,-7.234394,-5.223209,0.6024146,-2.7061388,-1.2580187,-2.1566482,-4.5210676,-5.052846,-1.5007728,-1.0274993,-5.5402436,-2.678588,6,7,0
